id,Name,From,To,Height,Weight,Age,Year,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TmWin%,score2
jokicni01,Nikola Jokić,2016,2022,210.82,128.82023308,25.0,2021,DEN,NBA,C,72,72.0,34.6,10.2,18.0,0.566,1.3,3.3,0.388,8.9,14.7,0.606,0.602,4.8,5.5,0.868,2.8,8.0,10.8,8.3,1.3,0.7,3.1,2.7,26.4,65.3,28.273163616981464
jokicni01,Nikola Jokić,2016,2022,210.82,128.82023308,26.0,2022,DEN,NBA,C,44,44.0,33.0,10.0,17.5,0.573,1.6,4.3,0.378,8.4,13.2,0.637,0.62,4.4,5.4,0.811,2.7,11.0,13.7,7.8,1.4,0.8,3.5,2.5,26.0,57.1,28.08218636195088
jonesan01,Anthony Jones,1987,1990,198.12,88.45051215000001,24.0,1987,TOT,NBA,"SF,SG",65,4.0,13.2,2.0,5.0,0.413,0.1,0.3,0.35,1.9,4.6,0.417,0.424,0.8,1.0,0.769,0.6,1.0,1.6,1.1,0.6,0.3,0.8,1.2,5.0,48.0,4.001658946977056
jonesan01,Anthony Jones,1987,1990,198.12,88.45051215000001,27.0,1990,DAL,NBA,SG,66,0.0,9.8,1.1,2.9,0.371,0.1,0.2,0.308,1.0,2.7,0.376,0.381,0.7,1.0,0.681,0.5,0.7,1.2,0.4,0.5,0.2,0.6,1.2,3.0,57.3,2.2697109573921908
jonesbo02,Bobby Jones,2007,2008,200.66,97.52235955,24.0,2008,TOT,NBA,SF,47,2.0,11.3,1.3,3.0,0.429,0.4,1.1,0.34,0.9,1.9,0.483,0.493,0.9,1.1,0.784,0.6,1.3,2.0,0.6,0.3,0.1,0.6,1.8,3.8,48.0,3.1514251105199333
jonesca01,Caldwell Jones,1974,1990,210.82,98.42954429000001,27.0,1978,PHI,NBA,C,80,69.0,20.5,2.1,4.5,0.471,0.0,0.0,0.0,2.1,4.5,0.471,0.471,1.2,1.9,0.627,2.1,5.1,7.1,1.2,0.3,1.6,1.6,3.5,5.4,67.10000000000001,6.115531852775577
jonesca01,Caldwell Jones,1974,1990,210.82,98.42954429000001,28.0,1979,PHI,NBA,C,78,75.0,27.8,3.9,8.2,0.474,0.0,0.0,0.0,3.9,8.2,0.474,0.474,1.6,2.1,0.747,2.3,7.3,9.6,1.9,0.5,2.0,2.0,3.9,9.3,57.3,9.749913428634844
jonesca01,Caldwell Jones,1974,1990,210.82,98.42954429000001,29.0,1980,PHI,NBA,C,80,80.0,34.6,2.9,6.7,0.436,0.0,0.0,0.0,2.9,6.6,0.438,0.436,1.6,2.2,0.697,2.7,9.1,11.9,2.1,0.5,2.0,2.7,3.7,7.4,72.0,9.106929130433269
jonesca01,Caldwell Jones,1974,1990,210.82,98.42954429000001,30.0,1981,PHI,NBA,C,81,81.0,32.6,2.7,6.0,0.449,0.0,0.0,0.0,2.7,6.0,0.449,0.449,1.8,2.4,0.767,2.5,7.6,10.0,1.5,0.7,1.7,2.1,3.3,7.2,75.6,8.404000982855377
jonesca01,Caldwell Jones,1974,1990,210.82,98.42954429000001,31.0,1982,PHI,NBA,C,81,47.0,30.2,2.9,5.7,0.497,0.0,0.0,0.0,2.9,5.7,0.5,0.497,2.2,2.7,0.817,2.0,6.7,8.7,1.2,0.5,1.8,1.9,3.7,7.9,70.7,8.503943157247585
jonesca01,Caldwell Jones,1974,1990,210.82,98.42954429000001,35.0,1986,POR,NBA,C,80,19.0,18.0,1.6,3.2,0.496,0.0,0.1,0.0,1.6,3.1,0.51,0.496,1.6,1.9,0.827,1.3,3.1,4.4,0.9,0.5,0.8,1.3,3.1,4.7,48.8,5.169963609782373
jonesca01,Caldwell Jones,1974,1990,210.82,98.42954429000001,36.0,1987,POR,NBA,PF,78,37.0,20.2,1.4,2.9,0.496,0.0,0.0,0.0,1.4,2.8,0.5,0.496,1.2,1.6,0.782,1.5,4.4,5.8,0.8,0.3,1.0,1.1,2.9,4.1,59.8,4.958639382948868
jonesca01,Caldwell Jones,1974,1990,210.82,98.42954429000001,37.0,1988,POR,NBA,C,79,77.0,22.5,1.6,3.3,0.487,0.0,0.1,0.0,1.6,3.3,0.494,0.487,1.0,1.3,0.736,1.3,3.8,5.2,1.0,0.4,1.3,1.0,3.2,4.2,64.60000000000001,5.0319232753813115
jonesca01,Caldwell Jones,1974,1990,210.82,98.42954429000001,39.0,1990,SAS,NBA,PF,72,2.0,12.3,0.9,2.0,0.465,0.0,0.1,0.2,0.9,1.9,0.475,0.469,0.5,0.8,0.704,1.1,2.1,3.2,0.3,0.3,0.4,0.7,2.0,2.4,68.30000000000001,2.7287693526639316
jonesbo01,Bobby Jones,1975,1986,205.74,95.2543977,26.0,1978,DEN,NBA,PF,75,0.0,32.5,5.9,10.1,0.578,0.0,0.0,0.0,5.9,10.1,0.578,0.578,2.8,3.7,0.751,2.2,6.3,8.5,3.4,1.8,1.7,2.6,2.9,14.5,58.5,15.32738043121347
jonesbo01,Bobby Jones,1975,1986,205.74,95.2543977,27.0,1979,PHI,NBA,PF,80,12.0,28.8,4.7,8.8,0.537,0.0,0.0,0.0,4.7,8.8,0.537,0.537,2.6,3.5,0.755,2.5,4.2,6.6,2.5,1.3,1.2,2.1,3.1,12.1,57.3,11.863677851587983
jonesbo01,Bobby Jones,1975,1986,205.74,95.2543977,28.0,1980,PHI,NBA,PF,81,3.0,26.2,4.9,9.2,0.532,0.0,0.0,0.0,4.9,9.2,0.534,0.532,3.2,4.1,0.781,1.9,3.7,5.6,1.8,1.3,1.5,1.8,2.8,13.0,72.0,11.615471277988963
jonesbo01,Bobby Jones,1975,1986,205.74,95.2543977,29.0,1981,PHI,NBA,PF,81,0.0,25.3,5.0,9.3,0.539,0.0,0.0,0.0,5.0,9.3,0.541,0.539,3.5,4.3,0.813,1.8,3.6,5.4,2.8,1.2,0.9,1.8,2.8,13.5,75.6,12.992356430639704
jonesbo01,Bobby Jones,1975,1986,205.74,95.2543977,30.0,1982,PHI,NBA,PF,76,73.0,28.7,5.5,9.7,0.564,0.0,0.0,0.0,5.5,9.7,0.567,0.564,3.5,4.4,0.79,1.4,3.7,5.2,2.5,1.3,1.5,1.9,2.8,14.4,70.7,13.373620620855712
jonesbo01,Bobby Jones,1975,1986,205.74,95.2543977,31.0,1983,PHI,NBA,PF,74,0.0,23.6,3.4,6.2,0.543,0.0,0.0,0.0,3.4,6.2,0.545,0.543,2.2,2.8,0.793,1.4,3.3,4.6,1.9,1.1,1.2,1.5,2.7,9.0,79.3,9.102022823975737
jonesbo01,Bobby Jones,1975,1986,205.74,95.2543977,32.0,1984,PHI,NBA,PF,75,0.0,23.5,3.0,5.8,0.523,0.0,0.0,0.0,3.0,5.7,0.524,0.523,2.2,2.8,0.784,1.2,3.1,4.3,2.5,1.4,1.4,1.3,2.7,8.3,63.4,9.29151238593877
jonesbo01,Bobby Jones,1975,1986,205.74,95.2543977,33.0,1985,PHI,NBA,PF,80,8.0,20.4,2.6,4.8,0.538,0.0,0.1,0.0,2.6,4.8,0.543,0.538,2.3,2.7,0.861,1.3,2.4,3.7,1.9,1.1,0.6,1.5,2.3,7.5,70.7,8.038849795702124
jonesbo01,Bobby Jones,1975,1986,205.74,95.2543977,34.0,1986,PHI,NBA,PF,70,42.0,21.7,2.7,4.8,0.559,0.0,0.0,0.0,2.7,4.8,0.561,0.559,1.6,2.1,0.786,0.7,1.7,2.4,1.8,0.7,0.7,1.3,2.3,7.0,65.9,6.867227197906092
jonesch02,Charles Jones,1985,1989,203.2,97.52235955,27.0,1989,WSB,NBA,PF,43,0.0,12.0,0.9,1.9,0.463,0.0,0.1,0.333,0.9,1.8,0.468,0.47,0.8,1.2,0.623,1.3,2.0,3.3,0.4,0.4,0.4,0.5,1.1,2.6,48.8,3.062829600931699
jonesch01,Charles Jones,1984,1998,205.74,97.52235955,29.0,1987,WSB,NBA,PF,79,64.0,20.4,1.5,3.2,0.474,0.0,0.0,0.0,1.5,3.1,0.476,0.474,0.6,1.0,0.632,1.8,2.7,4.5,1.0,0.8,2.1,1.0,3.2,3.6,51.2,4.735384717838507
jonesch01,Charles Jones,1984,1998,205.74,97.52235955,31.0,1989,WSB,NBA,C,53,45.0,21.8,1.1,2.4,0.48,0.0,0.0,0.0,1.1,2.3,0.484,0.48,0.3,0.5,0.64,1.5,3.4,4.8,0.8,0.7,1.4,0.7,3.5,2.6,48.8,4.026260015574706
jonesch01,Charles Jones,1984,1998,205.74,97.52235955,38.0,1996,HOU,NBA,PF,46,0.0,6.5,0.1,0.4,0.316,0.0,0.0,0.0,0.1,0.4,0.316,0.316,0.1,0.3,0.308,0.6,1.0,1.6,0.3,0.1,0.5,0.1,1.0,0.3,58.5,1.2787303018553478
jonesda02,Dahntay Jones,2004,2017,198.12,102.05828325,24.0,2005,MEM,NBA,SG,52,7.0,12.5,1.6,3.7,0.437,0.4,1.2,0.383,1.2,2.5,0.462,0.497,0.8,1.2,0.688,0.2,1.1,1.3,0.4,0.3,0.2,0.6,1.6,4.5,54.900000000000006,2.9625531717199354
jonesda02,Dahntay Jones,2004,2017,198.12,102.05828325,25.0,2006,MEM,NBA,SF,71,4.0,13.6,1.5,3.7,0.414,0.0,0.3,0.143,1.5,3.4,0.438,0.42,0.8,1.3,0.645,0.3,1.2,1.5,0.5,0.5,0.2,0.7,1.5,4.0,59.8,2.7937335549318663
jonesda02,Dahntay Jones,2004,2017,198.12,102.05828325,28.0,2009,DEN,NBA,SG,79,71.0,18.1,1.9,4.3,0.458,0.1,0.2,0.647,1.8,4.0,0.448,0.475,1.4,1.9,0.728,0.7,1.4,2.1,1.0,0.6,0.2,0.9,2.5,5.4,65.9,4.513711521903942
jonesda02,Dahntay Jones,2004,2017,198.12,102.05828325,31.0,2012,IND,NBA,SF,65,3.0,16.2,1.8,4.3,0.409,0.5,1.2,0.429,1.3,3.1,0.402,0.468,1.3,1.5,0.838,0.4,1.4,1.8,1.0,0.4,0.2,0.7,1.8,5.3,63.6,4.336784834197291
jonesda02,Dahntay Jones,2004,2017,198.12,102.05828325,32.0,2013,TOT,NBA,SF,78,19.0,13.0,1.1,2.8,0.369,0.1,0.6,0.224,0.9,2.2,0.41,0.394,1.1,1.4,0.77,0.3,1.0,1.3,0.6,0.3,0.1,0.5,1.5,3.4,48.0,2.648058076237481
jonesde02,Derrick Jones Jr.,2017,2022,195.57999999999998,95.2543977,22.0,2020,MIA,NBA,SF,59,16.0,23.3,3.1,5.9,0.527,0.6,2.2,0.28,2.5,3.7,0.677,0.58,1.6,2.1,0.772,1.1,2.8,3.9,1.1,1.0,0.6,0.5,2.2,8.5,60.3,7.963480385114382
jonesde02,Derrick Jones Jr.,2017,2022,195.57999999999998,95.2543977,23.0,2021,POR,NBA,SF,58,43.0,22.7,2.5,5.2,0.484,0.7,2.3,0.316,1.8,2.9,0.619,0.554,1.0,1.6,0.648,1.3,2.2,3.5,0.8,0.6,0.9,0.6,2.2,6.8,58.3,5.777301266976734
jonesda01,Damon Jones,1999,2009,190.5,83.91458845000001,23.0,2000,TOT,NBA,PG,55,1.0,11.1,1.5,3.8,0.385,0.7,2.1,0.36,0.7,1.7,0.415,0.483,0.6,0.9,0.667,0.2,0.8,1.0,1.7,0.3,0.0,0.7,0.6,4.2,48.0,3.701310817500758
jonesda01,Damon Jones,1999,2009,190.5,83.91458845000001,25.0,2002,DET,NBA,PG,67,0.0,16.2,1.7,4.2,0.401,1.0,2.8,0.371,0.7,1.5,0.459,0.523,0.6,0.9,0.729,0.2,1.3,1.5,2.1,0.3,0.0,0.9,1.2,5.1,61.0,4.642112075357429
jonesda01,Damon Jones,1999,2009,190.5,83.91458845000001,26.0,2003,SAC,NBA,PG,49,1.0,14.5,1.6,4.3,0.381,0.9,2.5,0.364,0.7,1.8,0.404,0.486,0.4,0.6,0.741,0.2,1.2,1.4,1.6,0.4,0.1,0.5,0.9,4.6,72.0,3.9817106223532726
jonesda01,Damon Jones,1999,2009,190.5,83.91458845000001,27.0,2004,MIL,NBA,PG,82,26.0,24.6,2.6,6.4,0.401,1.2,3.3,0.359,1.4,3.1,0.446,0.494,0.7,0.9,0.764,0.2,1.9,2.1,5.8,0.4,0.0,1.3,1.1,7.0,50.0,9.546274585316953
jonesda01,Damon Jones,1999,2009,190.5,83.91458845000001,28.0,2005,MIA,NBA,PG,82,66.0,31.4,4.0,8.9,0.456,2.7,6.4,0.432,1.3,2.5,0.517,0.611,0.8,1.0,0.791,0.2,2.6,2.8,4.3,0.5,0.1,1.2,1.5,11.6,72.0,10.653180434666949
jonesda01,Damon Jones,1999,2009,190.5,83.91458845000001,29.0,2006,CLE,NBA,PG,82,7.0,25.5,2.3,6.0,0.387,1.7,4.5,0.377,0.6,1.5,0.417,0.53,0.4,0.6,0.64,0.2,1.5,1.6,2.1,0.5,0.0,0.7,1.4,6.7,61.0,5.378797981827981
jonesda01,Damon Jones,1999,2009,190.5,83.91458845000001,30.0,2007,CLE,NBA,PG,60,0.0,19.6,2.3,5.9,0.386,1.5,3.9,0.385,0.8,2.1,0.387,0.511,0.5,0.7,0.682,0.2,1.0,1.1,1.6,0.3,0.0,0.6,0.9,6.6,61.0,4.657170625338562
jonesda01,Damon Jones,1999,2009,190.5,83.91458845000001,31.0,2008,CLE,NBA,SG,67,3.0,19.9,2.3,5.4,0.416,1.7,4.1,0.417,0.5,1.3,0.414,0.574,0.3,0.4,0.714,0.1,1.0,1.1,1.9,0.3,0.0,0.5,1.0,6.5,54.900000000000006,5.04707202340163
jonesdw02,Dwayne Jones,2006,2010,210.82,113.3980925,24.0,2008,CLE,NBA,PF,56,0.0,8.4,0.4,0.8,0.532,0.0,0.0,0.0,0.4,0.8,0.543,0.532,0.5,1.0,0.483,1.2,1.3,2.5,0.2,0.2,0.4,0.3,1.6,1.4,54.900000000000006,2.1457949099396796
jonesdw01,Dwight Jones,1974,1983,208.28,95.2543977,26.0,1979,HOU,NBA,C,81,0.0,15.0,2.2,4.9,0.458,0.0,0.0,0.0,2.2,4.9,0.458,0.458,1.2,1.6,0.727,1.4,2.7,4.0,0.7,0.4,0.3,1.3,2.5,5.7,57.3,4.677470520604685
jonesdw01,Dwight Jones,1974,1983,208.28,95.2543977,27.0,1980,TOT,NBA,PF,74,0.0,19.6,3.5,6.8,0.508,0.0,0.0,0.0,3.5,6.8,0.508,0.508,2.0,2.7,0.726,1.5,3.4,5.0,1.4,0.4,0.6,1.6,2.8,8.9,48.0,7.712935134993198
jonesdw01,Dwight Jones,1974,1983,208.28,95.2543977,28.0,1981,CHI,NBA,PF,81,0.0,19.4,3.0,6.3,0.483,0.0,0.0,0.0,3.0,6.3,0.483,0.483,1.5,2.0,0.776,1.6,3.4,5.0,1.2,0.5,0.4,1.6,2.5,7.6,54.900000000000006,6.607988164705148
jonesdw01,Dwight Jones,1974,1983,208.28,95.2543977,30.0,1983,TOT,NBA,PF,81,2.0,14.4,1.8,4.0,0.455,0.0,0.0,0.0,1.8,4.0,0.457,0.455,1.0,1.5,0.642,1.0,2.8,3.8,0.8,0.4,0.3,1.2,2.1,4.6,48.0,4.088848067968168
jonesed01,Edgar Jones,1981,1986,208.28,102.05828325,26.0,1983,TOT,NBA,PF,77,28.0,21.5,3.1,6.2,0.495,0.0,0.1,0.222,3.1,6.1,0.5,0.497,2.6,3.7,0.703,1.8,4.1,5.8,1.2,0.5,1.4,1.9,3.5,8.8,48.0,7.798094023884268
jonesed01,Edgar Jones,1981,1986,208.28,102.05828325,28.0,1985,TOT,NBA,PF,44,5.0,17.5,3.0,6.3,0.473,0.0,0.1,0.0,3.0,6.2,0.48,0.473,1.9,2.5,0.739,1.1,2.8,3.9,0.7,0.5,0.7,1.4,2.8,7.8,48.0,6.041178218391781
jonesfr01,Fred Jones,2003,2009,193.04,95.2543977,24.0,2004,IND,NBA,SG,81,2.0,18.6,1.5,3.8,0.395,0.3,1.1,0.303,1.2,2.7,0.432,0.439,1.5,1.8,0.832,0.3,1.2,1.6,2.1,0.8,0.2,0.9,1.6,4.9,74.4,5.290504701770508
jonesfr01,Fred Jones,2003,2009,193.04,95.2543977,25.0,2005,IND,NBA,SG,77,14.0,29.5,3.6,8.4,0.425,1.1,3.0,0.38,2.4,5.4,0.45,0.492,2.3,2.7,0.85,0.4,2.7,3.1,2.5,0.8,0.4,1.5,2.2,10.6,53.7,8.77293872427968
jonesfr01,Fred Jones,2003,2009,193.04,95.2543977,26.0,2006,IND,NBA,SG,68,2.0,27.0,3.4,8.2,0.417,0.9,2.8,0.337,2.5,5.5,0.457,0.473,1.8,2.4,0.763,0.3,2.2,2.5,2.3,0.8,0.3,1.6,2.1,9.6,50.0,7.497994277532488
jonesfr01,Fred Jones,2003,2009,193.04,95.2543977,27.0,2007,TOT,NBA,SG,63,12.0,20.9,2.2,5.7,0.385,0.6,2.0,0.305,1.6,3.7,0.429,0.439,1.5,1.8,0.833,0.4,1.5,1.8,1.7,0.8,0.3,1.1,1.9,6.5,48.0,5.528059200596181
jonesed02,Eddie Jones,1995,2008,198.12,86.1825503,23.0,1995,LAL,NBA,SG,64,58.0,31.0,5.3,11.6,0.46,1.4,3.8,0.37,3.9,7.8,0.504,0.521,1.9,2.6,0.722,1.2,2.7,3.9,2.0,2.0,0.6,1.2,2.7,14.0,58.5,10.81547845037283
jonesed02,Eddie Jones,1995,2008,198.12,86.1825503,24.0,1996,LAL,NBA,SG,70,66.0,31.2,4.8,9.8,0.492,1.2,3.2,0.366,3.6,6.5,0.555,0.553,1.9,2.6,0.739,0.6,2.7,3.3,3.5,1.8,0.6,1.4,2.3,12.8,64.60000000000001,11.840531202752985
jonesed02,Eddie Jones,1995,2008,198.12,86.1825503,25.0,1997,LAL,NBA,SG,80,80.0,37.5,5.9,13.5,0.438,1.9,4.9,0.391,4.0,8.7,0.464,0.508,3.5,4.2,0.819,1.1,3.0,4.1,3.4,2.4,0.6,2.1,2.8,17.2,68.30000000000001,14.077146591073594
jonesed02,Eddie Jones,1995,2008,198.12,86.1825503,26.0,1998,LAL,NBA,SG,80,80.0,36.4,6.1,12.6,0.484,1.8,4.6,0.389,4.3,8.0,0.538,0.555,2.9,3.8,0.765,1.1,2.7,3.8,3.1,2.0,0.7,1.8,2.1,16.9,74.4,13.774823369737987
jonesed02,Eddie Jones,1995,2008,198.12,86.1825503,27.0,1999,TOT,NBA,"SF,SG",50,50.0,37.6,5.2,11.9,0.437,1.0,2.8,0.338,4.2,9.1,0.468,0.477,4.2,5.4,0.782,1.0,2.9,3.9,3.7,2.5,1.2,1.9,2.6,15.6,48.0,13.995183491522763
jonesed02,Eddie Jones,1995,2008,198.12,86.1825503,28.0,2000,CHH,NBA,SG,72,72.0,39.0,6.6,15.5,0.427,1.8,4.7,0.375,4.9,10.8,0.45,0.484,5.0,5.8,0.864,1.1,3.6,4.8,4.2,2.7,0.7,2.2,2.4,20.1,59.8,17.177735296746423
jonesed02,Eddie Jones,1995,2008,198.12,86.1825503,29.0,2001,MIA,NBA,SG,63,58.0,36.2,6.2,13.8,0.445,1.4,3.8,0.378,4.7,10.0,0.471,0.497,3.6,4.3,0.844,1.2,3.4,4.6,2.7,1.7,0.9,2.1,2.9,17.4,61.0,13.453576792510095
jonesed02,Eddie Jones,1995,2008,198.12,86.1825503,32.0,2004,MIA,NBA,SG,81,81.0,37.0,5.8,14.3,0.409,2.2,5.9,0.37,3.7,8.4,0.437,0.486,3.4,4.1,0.835,0.5,3.3,3.8,3.2,1.1,0.4,1.6,2.8,17.3,51.2,12.990185625480748
jonesed02,Eddie Jones,1995,2008,198.12,86.1825503,33.0,2005,MIA,NBA,SF,80,80.0,35.5,4.4,10.3,0.428,1.8,4.8,0.372,2.6,5.5,0.477,0.515,2.2,2.7,0.806,0.5,4.6,5.1,2.7,1.1,0.5,1.2,3.1,12.7,72.0,10.798766159466396
jonesed02,Eddie Jones,1995,2008,198.12,86.1825503,34.0,2006,MEM,NBA,SG,75,75.0,32.5,3.9,9.6,0.404,1.8,5.0,0.356,2.1,4.6,0.457,0.497,2.2,2.9,0.781,0.5,3.3,3.7,2.4,1.7,0.4,1.2,2.7,11.8,59.8,9.649107821756468
jonesed02,Eddie Jones,1995,2008,198.12,86.1825503,35.0,2007,TOT,NBA,SG,64,41.0,24.9,2.8,6.6,0.422,1.2,3.5,0.351,1.6,3.1,0.5,0.514,0.9,1.2,0.787,0.5,2.5,3.0,1.7,1.1,0.2,0.7,1.9,7.7,48.0,6.589157080437445
jonesed02,Eddie Jones,1995,2008,198.12,86.1825503,36.0,2008,DAL,NBA,SG,47,33.0,19.6,1.4,3.8,0.367,0.7,2.5,0.293,0.7,1.4,0.5,0.461,0.2,0.3,0.714,0.4,2.4,2.8,1.5,0.6,0.2,0.6,1.5,3.7,62.2,3.998212966368816
jonesja02,James Jones,2004,2017,203.2,98.88313666,24.0,2005,IND,NBA,SF,75,24.0,17.7,1.7,4.2,0.396,0.9,2.2,0.398,0.8,2.0,0.395,0.5,0.7,0.8,0.855,0.5,1.8,2.3,0.8,0.4,0.4,0.6,1.6,4.9,53.7,3.894214004710919
jonesja02,James Jones,2004,2017,203.2,98.88313666,25.0,2006,PHO,NBA,SF,75,24.0,23.6,3.2,7.7,0.418,1.5,3.8,0.386,1.8,3.9,0.449,0.513,1.4,1.6,0.851,0.6,2.8,3.4,0.8,0.5,0.7,0.5,1.9,9.3,65.9,6.624328747453675
jonesja02,James Jones,2004,2017,203.2,98.88313666,26.0,2007,PHO,NBA,SF,76,7.0,18.1,2.1,5.8,0.368,1.2,3.1,0.378,0.9,2.7,0.356,0.47,0.9,1.1,0.877,0.4,1.9,2.3,0.6,0.4,0.6,0.4,1.5,6.4,74.4,4.281377013966938
jonesja02,James Jones,2004,2017,203.2,98.88313666,27.0,2008,POR,NBA,SF,58,3.0,22.0,2.5,5.6,0.437,1.6,3.5,0.444,0.9,2.1,0.426,0.576,1.5,1.7,0.878,0.7,2.0,2.8,0.6,0.4,0.3,0.5,1.7,8.0,50.0,5.76663288110181
jonesja02,James Jones,2004,2017,203.2,98.88313666,28.0,2009,MIA,NBA,SF,40,1.0,15.8,1.4,3.7,0.369,0.8,2.4,0.344,0.6,1.3,0.415,0.48,0.7,0.8,0.839,0.3,1.3,1.6,0.5,0.3,0.4,0.3,1.5,4.2,52.400000000000006,3.0365245643963887
jonesja02,James Jones,2004,2017,203.2,98.88313666,30.0,2011,MIA,NBA,SF,81,8.0,19.1,1.8,4.3,0.422,1.5,3.5,0.429,0.3,0.7,0.39,0.6,0.7,0.9,0.833,0.3,1.7,2.0,0.5,0.4,0.2,0.3,1.6,5.9,70.7,4.006347773662161
jonesja02,James Jones,2004,2017,203.2,98.88313666,31.0,2012,MIA,NBA,SG,51,10.0,13.1,1.1,2.9,0.38,0.9,2.2,0.404,0.2,0.7,0.306,0.533,0.5,0.6,0.833,0.1,0.8,1.0,0.4,0.3,0.2,0.2,0.9,3.6,69.69999999999999,2.5319643155799127
jonesja02,James Jones,2004,2017,203.2,98.88313666,34.0,2015,CLE,NBA,SF,57,2.0,11.7,1.3,3.5,0.368,1.1,3.1,0.36,0.2,0.5,0.423,0.525,0.7,0.8,0.848,0.2,0.9,1.1,0.4,0.2,0.1,0.2,1.2,4.4,64.60000000000001,2.8622405615264612
jonesja02,James Jones,2004,2017,203.2,98.88313666,35.0,2016,CLE,NBA,SF,48,0.0,9.6,1.2,3.0,0.408,0.9,2.2,0.394,0.4,0.8,0.447,0.553,0.4,0.5,0.808,0.2,0.9,1.0,0.3,0.2,0.2,0.3,1.0,3.7,69.5,2.625132163750926
jonesja02,James Jones,2004,2017,203.2,98.88313666,36.0,2017,CLE,NBA,SF,48,2.0,7.9,0.9,1.9,0.478,0.6,1.4,0.47,0.3,0.5,0.5,0.647,0.3,0.4,0.65,0.1,0.7,0.8,0.3,0.1,0.2,0.2,0.8,2.8,62.2,2.1187593280285775
jonesju01,Jumaine Jones,2000,2007,203.2,98.88313666,21.0,2001,PHI,NBA,SF,65,0.0,13.3,1.9,4.2,0.444,0.3,0.9,0.333,1.6,3.3,0.474,0.48,0.6,0.8,0.755,1.0,1.9,2.9,0.5,0.5,0.2,0.6,1.0,4.7,68.30000000000001,3.7959748928050794
jonesma01,Major Jones,1980,1985,205.74,102.05828325,26.0,1980,HOU,NBA,PF,82,0.0,18.8,2.3,4.8,0.48,0.0,0.0,0.333,2.3,4.7,0.481,0.481,0.7,1.3,0.565,1.8,2.9,4.6,0.8,0.6,0.8,1.4,2.3,5.3,50.0,4.8717944829333195
jonesma01,Major Jones,1980,1985,205.74,102.05828325,27.0,1981,HOU,NBA,PF,68,0.0,14.8,1.7,3.7,0.464,0.0,0.0,0.0,1.7,3.7,0.466,0.464,0.9,1.5,0.634,1.4,2.0,3.4,0.6,0.3,0.3,0.8,1.6,4.4,48.8,3.819825048502672
jonesma01,Major Jones,1980,1985,205.74,102.05828325,28.0,1982,HOU,NBA,PF,60,6.0,12.4,1.9,3.6,0.531,0.0,0.1,0.0,1.9,3.5,0.538,0.531,0.7,1.3,0.545,1.3,2.0,3.4,0.4,0.3,0.5,0.8,1.7,4.5,56.10000000000001,3.9737327367473623
jonesma01,Major Jones,1980,1985,205.74,102.05828325,31.0,1985,DET,NBA,PF,47,0.0,8.9,1.0,1.9,0.552,0.0,0.0,0.0,1.0,1.9,0.552,0.552,0.7,1.1,0.647,1.0,1.7,2.7,0.3,0.2,0.3,0.7,1.2,2.7,56.10000000000001,2.8506940316071807
jonesoz01,Ozell Jones,1985,1986,210.82,106.59420695,24.0,1985,SAS,NBA,C,67,6.0,13.3,1.6,2.7,0.589,0.0,0.0,0.0,1.6,2.7,0.592,0.589,0.5,1.2,0.398,1.0,2.6,3.6,0.8,0.4,0.9,0.9,2.1,3.7,50.0,4.081767049211734
jonespe01,Perry Jones,2013,2015,210.82,106.59420695,22.0,2014,OKC,NBA,PF,62,7.0,12.3,1.3,2.9,0.459,0.4,1.0,0.361,1.0,1.9,0.508,0.519,0.5,0.7,0.667,0.5,1.4,1.8,0.4,0.2,0.3,0.3,1.0,3.5,72.0,2.9610016833677815
jonespe01,Perry Jones,2013,2015,210.82,106.59420695,23.0,2015,OKC,NBA,SF,43,13.0,14.7,1.7,4.3,0.397,0.3,1.4,0.233,1.4,2.9,0.476,0.435,0.6,0.9,0.649,0.1,1.6,1.8,0.4,0.4,0.2,0.6,1.2,4.3,54.900000000000006,2.9295396313290087
jonessh01,Shelton Jones,1989,1989,205.74,95.2543977,22.0,1989,TOT,NBA,SF,51,34.0,13.4,1.8,4.1,0.445,0.0,0.0,0.0,1.8,4.1,0.447,0.445,1.1,1.6,0.725,0.6,1.6,2.2,0.8,0.4,0.3,0.9,1.1,4.8,48.0,3.818061437672865
joneste01,Terrence Jones,2013,2019,205.74,114.30527724000001,22.0,2014,HOU,NBA,PF,76,71.0,27.3,5.1,9.4,0.542,0.4,1.3,0.307,4.7,8.0,0.581,0.564,1.6,2.6,0.605,2.1,4.8,6.9,1.1,0.7,1.3,0.9,1.8,12.1,65.9,10.458693511800343
joneste01,Terrence Jones,2013,2019,205.74,114.30527724000001,24.0,2016,HOU,NBA,PF,50,11.0,20.9,3.3,7.3,0.452,0.5,1.6,0.316,2.8,5.8,0.49,0.486,1.5,2.3,0.664,1.2,3.0,4.2,0.8,0.5,0.8,1.0,1.7,8.7,50.0,6.391583606751661
joneste01,Terrence Jones,2013,2019,205.74,114.30527724000001,25.0,2017,TOT,NBA,PF,54,12.0,23.5,4.3,9.1,0.47,0.4,1.4,0.253,3.9,7.7,0.508,0.489,1.9,3.1,0.606,1.2,4.5,5.7,1.1,0.7,1.0,0.9,1.2,10.8,48.0,8.545344523238443
