,id,Name,From,To,Height,Weight,Age,Year,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,score2
0,abdulta01,Tariq Abdul-Wahad,1998,2003,198.12,101.15109851,24.0,1999,SAC,NBA,SG,5,5.0,19.8,3.0,6.6,0.455,0.0,0.2,0.0,3.0,6.4,0.469,0.455,2.6,3.2,0.813,1.2,2.6,3.8,0.8,0.8,0.8,0.6,1.6,8.6,7.03927880216927
1,abdulta01,Tariq Abdul-Wahad,1998,2003,198.12,101.15109851,28.0,2003,DAL,NBA,SG,8,0.0,9.9,1.1,3.8,0.3,0.0,0.3,0.0,1.1,3.5,0.321,0.3,0.9,1.0,0.875,1.4,1.4,2.8,0.9,0.0,0.0,0.1,0.8,3.1,3.129862308467595
2,abdulma02,Mahmoud Abdul-Rauf,1991,2001,185.42,73.48196394,24.0,1994,DEN,NBA,PG,12,12.0,28.3,4.8,12.8,0.37,1.0,3.1,0.324,3.8,9.8,0.385,0.409,2.4,2.6,0.935,0.3,1.3,1.5,2.5,0.4,0.1,1.2,2.4,12.9,8.1114203981982
3,abdulma02,Mahmoud Abdul-Rauf,1991,2001,185.42,73.48196394,25.0,1995,DEN,NBA,PG,3,2.0,25.3,4.0,11.0,0.364,0.7,4.0,0.167,3.3,7.0,0.476,0.394,4.7,4.7,1.0,0.7,1.0,1.7,1.7,0.7,0.0,2.7,2.7,13.3,9.06784190176821
4,abdursh01,Shareef Abdur-Rahim,1997,2008,205.74,102.05828325,29.0,2006,SAC,NBA,PF,6,0.0,21.5,3.8,7.2,0.535,0.0,0.5,0.0,3.8,6.7,0.575,0.535,1.5,2.5,0.6,1.3,3.5,4.8,1.2,0.3,0.0,2.2,4.5,9.2,6.844720215444283
5,abrinal01,Álex Abrines,2017,2019,198.12,90.718474,23.0,2017,OKC,NBA,SG,5,0.0,16.0,1.6,4.6,0.348,1.0,3.4,0.294,0.6,1.2,0.5,0.457,0.6,0.8,0.75,0.4,1.4,1.8,0.8,0.0,0.0,0.0,1.6,4.8,3.1084283817151874
6,abrinal01,Álex Abrines,2017,2019,198.12,90.718474,24.0,2018,OKC,NBA,SG,6,0.0,18.3,1.3,3.3,0.4,1.0,2.2,0.462,0.3,1.2,0.286,0.55,0.3,0.3,1.0,0.5,2.2,2.7,0.3,0.8,0.3,0.2,1.8,4.0,3.4327173241412656
7,abdelal01,Alaa Abdelnaby,1991,1995,208.28,108.8621688,22.0,1991,POR,NBA,PF,5,0.0,2.6,0.4,1.2,0.333,0.0,0.0,0.0,0.4,1.2,0.333,0.333,0.0,0.0,0.0,0.2,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.8372749721536394
8,abdelal01,Alaa Abdelnaby,1991,1995,208.28,108.8621688,23.0,1992,POR,NBA,PF,8,0.0,3.1,0.6,1.3,0.5,0.0,0.0,0.0,0.6,1.3,0.5,0.5,0.3,0.5,0.5,0.0,0.5,0.5,0.3,0.0,0.0,0.3,0.5,1.5,1.1198267582019317
9,abdelal01,Alaa Abdelnaby,1991,1995,208.28,108.8621688,24.0,1993,BOS,NBA,PF,4,4.0,17.0,2.8,6.0,0.458,0.0,0.0,0.0,2.8,6.0,0.458,0.458,0.0,0.0,0.0,0.5,2.8,3.3,0.3,0.0,0.3,2.3,1.8,5.5,2.9336619911939548
10,abdulka01,Kareem Abdul-Jabbar,1970,1989,218.44000000000003,102.05828325,30.0,1978,LAL,NBA,C,3,0.0,44.7,12.7,24.3,0.521,0.0,0.0,0.0,12.7,24.3,0.521,0.521,1.7,3.0,0.556,4.7,9.0,13.7,3.7,0.7,4.0,4.7,4.7,27.0,20.375761071647535
11,abdulka01,Kareem Abdul-Jabbar,1970,1989,218.44000000000003,102.05828325,31.0,1979,LAL,NBA,C,8,0.0,45.9,11.0,19.0,0.579,0.0,0.0,0.0,11.0,19.0,0.579,0.579,6.5,7.8,0.839,2.3,10.4,12.6,4.8,1.0,4.1,3.6,3.3,28.5,25.25242689590807
12,abdulka01,Kareem Abdul-Jabbar,1970,1989,218.44000000000003,102.05828325,32.0,1980,LAL,NBA,C,15,0.0,41.2,13.2,23.1,0.572,0.0,0.0,0.0,13.2,23.1,0.572,0.572,5.5,7.0,0.79,3.4,8.7,12.1,3.1,1.1,3.9,3.7,3.4,31.9,25.2029435273181
13,abdulka01,Kareem Abdul-Jabbar,1970,1989,218.44000000000003,102.05828325,33.0,1981,LAL,NBA,C,3,0.0,44.7,10.0,21.7,0.462,0.0,0.0,0.0,10.0,21.7,0.462,0.462,6.7,9.3,0.714,4.3,12.3,16.7,4.0,1.0,2.7,3.7,4.7,26.7,21.655643693476776
14,abdulka01,Kareem Abdul-Jabbar,1970,1989,218.44000000000003,102.05828325,34.0,1982,LAL,NBA,C,14,0.0,35.2,8.2,15.8,0.52,0.0,0.0,0.0,8.2,15.8,0.52,0.52,3.9,6.2,0.632,2.4,6.1,8.5,3.6,1.0,3.2,2.9,3.2,20.4,16.115055847564633
15,abdulka01,Kareem Abdul-Jabbar,1970,1989,218.44000000000003,102.05828325,35.0,1983,LAL,NBA,C,15,0.0,39.2,10.9,19.1,0.568,0.0,0.1,0.0,10.9,19.1,0.57,0.568,5.3,7.1,0.755,1.7,6.0,7.7,2.8,1.1,3.7,3.3,4.1,27.1,20.57393538142118
16,abdulka01,Kareem Abdul-Jabbar,1970,1989,218.44000000000003,102.05828325,36.0,1984,LAL,NBA,C,21,0.0,36.5,9.8,17.7,0.555,0.0,0.0,0.0,9.8,17.7,0.555,0.555,4.3,5.7,0.75,2.7,5.6,8.2,3.8,1.1,2.1,2.1,3.4,23.9,19.59426344854044
17,abdulka01,Kareem Abdul-Jabbar,1970,1989,218.44000000000003,102.05828325,37.0,1985,LAL,NBA,C,19,19.0,32.1,8.8,15.8,0.56,0.0,0.0,0.0,8.8,15.8,0.56,0.56,4.2,5.4,0.777,2.6,5.5,8.1,4.0,1.2,1.9,2.7,3.5,21.9,18.407484447378696
18,abdulka01,Kareem Abdul-Jabbar,1970,1989,218.44000000000003,102.05828325,38.0,1986,LAL,NBA,C,14,14.0,34.9,11.2,20.1,0.557,0.0,0.0,0.0,11.2,20.1,0.557,0.557,3.4,4.4,0.787,1.9,4.1,5.9,3.5,1.1,1.7,3.0,3.9,25.9,19.126457365243134
19,abdulka01,Kareem Abdul-Jabbar,1970,1989,218.44000000000003,102.05828325,39.0,1987,LAL,NBA,C,18,18.0,31.1,6.9,13.0,0.53,0.0,0.1,0.0,6.9,12.9,0.532,0.53,5.4,6.8,0.795,2.2,4.7,6.8,2.0,0.4,1.9,2.2,3.1,19.2,14.915655057768078
20,abdulka01,Kareem Abdul-Jabbar,1970,1989,218.44000000000003,102.05828325,40.0,1988,LAL,NBA,C,24,24.0,29.9,5.9,12.7,0.464,0.0,0.1,0.0,5.9,12.6,0.467,0.464,2.3,3.0,0.789,2.0,3.4,5.5,1.5,0.6,1.5,1.9,3.4,14.1,9.935293544996444
21,abdulka01,Kareem Abdul-Jabbar,1970,1989,218.44000000000003,102.05828325,41.0,1989,LAL,NBA,C,15,15.0,23.4,4.5,9.8,0.463,0.0,0.0,0.0,4.5,9.8,0.463,0.463,2.1,2.9,0.721,0.9,3.1,3.9,1.3,0.3,0.7,1.5,2.9,11.1,7.490445439120942
22,achiupr01,Precious Achiuwa,2021,2022,203.2,102.05828325,21.0,2021,MIA,NBA,PF,3,0.0,4.0,1.0,1.3,0.75,0.0,0.0,0.0,1.0,1.3,0.75,0.75,0.3,1.3,0.25,0.0,2.0,2.0,0.0,0.0,0.7,1.3,0.3,2.3,2.034841004541275
23,adamsal01,Alvan Adams,1976,1988,205.74,95.2543977,24.0,1979,PHO,NBA,C,12,0.0,31.0,5.5,11.6,0.475,0.0,0.0,0.0,5.5,11.6,0.475,0.475,1.8,2.6,0.71,2.1,5.4,7.5,4.4,0.9,1.0,3.0,3.4,12.8,11.394710130104533
24,adamsal01,Alvan Adams,1976,1988,205.74,95.2543977,25.0,1980,PHO,NBA,C,8,0.0,31.4,7.0,12.4,0.566,0.0,0.0,0.0,7.0,12.4,0.566,0.566,2.1,2.4,0.895,2.3,7.4,9.6,5.8,0.9,1.3,3.0,3.0,16.1,16.452671832889774
25,adamsal01,Alvan Adams,1976,1988,205.74,95.2543977,26.0,1981,PHO,NBA,C,7,0.0,31.1,3.9,8.6,0.45,0.0,0.0,0.0,3.9,8.6,0.45,0.45,2.9,4.0,0.714,1.6,4.3,5.9,3.7,0.6,0.1,2.7,2.9,10.6,9.263531622558297
26,adamsal01,Alvan Adams,1976,1988,205.74,95.2543977,27.0,1982,PHO,NBA,C,7,0.0,33.3,6.9,13.1,0.522,0.0,0.0,0.0,6.9,13.1,0.522,0.522,3.1,4.0,0.786,2.7,4.6,7.3,3.7,2.0,1.4,3.0,3.1,16.9,14.631501884488548
27,adamsal01,Alvan Adams,1976,1988,205.74,95.2543977,28.0,1983,PHO,NBA,C,3,0.0,28.0,5.0,10.7,0.469,0.0,0.0,0.0,5.0,10.7,0.469,0.469,1.7,2.3,0.714,1.0,5.0,6.0,4.7,0.7,1.7,1.7,5.0,11.7,11.06480843116858
28,adamsal01,Alvan Adams,1976,1988,205.74,95.2543977,29.0,1984,PHO,NBA,C,17,0.0,18.4,3.1,7.4,0.421,0.0,0.0,0.0,3.1,7.4,0.421,0.421,2.1,3.1,0.679,1.6,3.5,5.1,2.5,1.0,0.6,2.0,3.1,8.4,7.216497608828488
29,adamsal01,Alvan Adams,1976,1988,205.74,95.2543977,30.0,1985,PHO,NBA,PF,3,3.0,26.3,7.7,15.3,0.5,0.0,0.0,0.0,7.7,15.3,0.5,0.5,1.7,2.0,0.833,1.3,4.3,5.7,3.7,2.3,0.3,2.0,2.7,17.0,13.841979202776127
30,adamsha01,Hassan Adams,2007,2009,193.04,99.7903214,22.0,2007,NJN,NBA,SG,6,0.0,1.5,0.2,0.3,0.5,0.0,0.0,0.0,0.2,0.3,0.5,0.5,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.5,0.3,0.6238132977225064
31,adamsja01,Jaylen Adams,2019,2021,182.88,102.05828325,23.0,2020,POR,NBA,PG,3,0.0,7.0,1.0,3.0,0.333,0.0,1.3,0.0,1.0,1.7,0.6,0.333,0.0,0.0,0.0,0.3,0.7,1.0,0.7,0.3,0.0,0.0,0.3,2.0,2.1916796205279945
