Tm,Year,WR
PHO,1972,59.8
PHO,1971,58.5
PHO,1970,47.6
PHO,1969,19.5
BRK,2022,59.2
BRK,2021,66.7
BRK,2020,48.6
BRK,2019,51.2
BRK,2018,34.1
BRK,2017,24.4
BRK,2016,25.6
BRK,2015,46.3
BRK,2014,53.7
BRK,2013,59.8
BRK,2012,33.300000000000004
BRK,2011,29.3
BRK,2010,14.6
BRK,2009,41.5
BRK,2008,41.5
BRK,2007,50.0
BRK,2006,59.8
BRK,2005,51.2
BRK,2004,57.3
BRK,2003,59.8
BRK,2002,63.4
BRK,2001,31.7
BRK,2000,37.8
BRK,1999,32.0
BRK,1998,52.400000000000006
BRK,1997,31.7
BRK,1996,36.6
BRK,1995,36.6
BRK,1994,54.900000000000006
BRK,1993,52.400000000000006
BRK,1992,48.8
BRK,1991,31.7
BRK,1990,20.7
BRK,1989,31.7
BRK,1988,23.200000000000003
BRK,1987,29.3
BRK,1986,47.6
BRK,1985,51.2
BRK,1984,54.900000000000006
BRK,1983,59.8
BRK,1982,53.7
BRK,1981,29.3
BRK,1980,41.5
BRK,1979,45.1
BRK,1978,29.3
BRK,1977,26.8
BRK,1976,65.5
BRK,1975,69.0
BRK,1974,65.5
BRK,1973,35.7
BRK,1972,52.400000000000006
BRK,1971,47.6
BRK,1970,46.400000000000006
BRK,1969,21.8
BRK,1968,46.2
NJN,2022,59.2
NJN,2021,66.7
NJN,2020,48.6
NJN,2019,51.2
NJN,2018,34.1
NJN,2017,24.4
NJN,2016,25.6
NJN,2015,46.3
NJN,2014,53.7
NJN,2013,59.8
NJN,2012,33.300000000000004
NJN,2011,29.3
NJN,2010,14.6
NJN,2009,41.5
NJN,2008,41.5
NJN,2007,50.0
NJN,2006,59.8
NJN,2005,51.2
NJN,2004,57.3
NJN,2003,59.8
NJN,2002,63.4
NJN,2001,31.7
NJN,2000,37.8
NJN,1999,32.0
NJN,1998,52.400000000000006
NJN,1997,31.7
NJN,1996,36.6
NJN,1995,36.6
NJN,1994,54.900000000000006
NJN,1993,52.400000000000006
NJN,1992,48.8
NJN,1991,31.7
NJN,1990,20.7
NJN,1989,31.7
NJN,1988,23.200000000000003
NJN,1987,29.3
NJN,1986,47.6
NJN,1985,51.2
NJN,1984,54.900000000000006
NJN,1983,59.8
NJN,1982,53.7
NJN,1981,29.3
NJN,1980,41.5
NJN,1979,45.1
NJN,1978,29.3
NJN,1977,26.8
NJN,1976,65.5
NJN,1975,69.0
NJN,1974,65.5
NJN,1973,35.7
NJN,1972,52.400000000000006
NJN,1971,47.6
NJN,1970,46.400000000000006
NJN,1969,21.8
NJN,1968,46.2
MEM,2022,66.0
MEM,2021,52.8
MEM,2020,46.6
MEM,2019,40.2
MEM,2018,26.8
MEM,2017,52.400000000000006
MEM,2016,51.2
MEM,2015,67.10000000000001
MEM,2014,61.0
MEM,2013,68.30000000000001
MEM,2012,62.1
MEM,2011,56.10000000000001
MEM,2010,48.8
MEM,2009,29.3
MEM,2008,26.8
MEM,2007,26.8
MEM,2006,59.8
MEM,2005,54.900000000000006
MEM,2004,61.0
MEM,2003,34.1
MEM,2002,28.000000000000004
MEM,2001,28.000000000000004
MEM,2000,26.8
MEM,1999,16.0
MEM,1998,23.200000000000003
MEM,1997,17.1
MEM,1996,18.3
CLE,2022,60.8
CLE,2021,30.6
CLE,2020,29.2
CLE,2019,23.200000000000003
CLE,2018,61.0
CLE,2017,62.2
CLE,2016,69.5
CLE,2015,64.60000000000001
CLE,2014,40.2
CLE,2013,29.3
CLE,2012,31.8
CLE,2011,23.200000000000003
CLE,2010,74.4
CLE,2009,80.5
CLE,2008,54.900000000000006
CLE,2007,61.0
CLE,2006,61.0
CLE,2005,51.2
CLE,2004,42.7
CLE,2003,20.7
CLE,2002,35.4
CLE,2001,36.6
CLE,2000,39.0
CLE,1999,44.0
CLE,1998,57.3
CLE,1997,51.2
CLE,1996,57.3
CLE,1995,52.400000000000006
CLE,1994,57.3
CLE,1993,65.9
CLE,1992,69.5
CLE,1991,40.2
CLE,1990,51.2
CLE,1989,69.5
CLE,1988,51.2
CLE,1987,37.8
CLE,1986,35.4
CLE,1985,43.9
CLE,1984,34.1
CLE,1983,28.000000000000004
CLE,1982,18.3
CLE,1981,34.1
CLE,1980,45.1
CLE,1979,36.6
CLE,1978,52.400000000000006
CLE,1977,52.400000000000006
CLE,1976,59.8
CLE,1975,48.8
CLE,1974,35.4
CLE,1973,39.0
CLE,1972,28.000000000000004
CLE,1971,18.3
CHH,2022,54.900000000000006
CHH,2021,45.8
CHH,2020,35.4
CHH,2019,47.6
CHH,2018,43.9
CHH,2017,43.9
CHH,2016,58.5
CHH,2015,40.2
CHH,2014,52.400000000000006
CHH,2013,25.6
CHH,2012,10.6
CHH,2011,41.5
CHH,2010,53.7
CHH,2009,42.7
CHH,2008,39.0
CHH,2007,40.2
CHH,2006,31.7
CHH,2005,22.0
CHH,2002,53.7
CHH,2001,56.10000000000001
CHH,2000,59.8
CHH,1999,52.0
CHH,1998,62.2
CHH,1997,65.9
CHH,1996,50.0
CHH,1995,61.0
CHH,1994,50.0
CHH,1993,53.7
CHH,1992,37.8
CHH,1991,31.7
CHH,1990,23.200000000000003
CHH,1989,24.4
SDA,1976,27.3
SDA,1975,36.9
SDA,1974,44.0
SDA,1973,35.7
CHA,2022,54.900000000000006
CHA,2021,45.8
CHA,2020,35.4
CHA,2019,47.6
CHA,2018,43.9
CHA,2017,43.9
CHA,2016,58.5
CHA,2015,40.2
CHA,2014,52.400000000000006
CHA,2013,25.6
CHA,2012,10.6
CHA,2011,41.5
CHA,2010,53.7
CHA,2009,42.7
CHA,2008,39.0
CHA,2007,40.2
CHA,2006,31.7
CHA,2005,22.0
CHA,2002,53.7
CHA,2001,56.10000000000001
CHA,2000,59.8
CHA,1999,52.0
CHA,1998,62.2
CHA,1997,65.9
CHA,1996,50.0
CHA,1995,61.0
CHA,1994,50.0
CHA,1993,53.7
CHA,1992,37.8
CHA,1991,31.7
CHA,1990,23.200000000000003
CHA,1989,24.4
WSB,2022,46.9
WSB,2021,47.2
WSB,2020,34.7
WSB,2019,39.0
WSB,2018,52.400000000000006
WSB,2017,59.8
WSB,2016,50.0
WSB,2015,56.10000000000001
WSB,2014,53.7
WSB,2013,35.4
WSB,2012,30.3
WSB,2011,28.000000000000004
WSB,2010,31.7
WSB,2009,23.200000000000003
WSB,2008,52.400000000000006
WSB,2007,50.0
WSB,2006,51.2
WSB,2005,54.900000000000006
WSB,2004,30.5
WSB,2003,45.1
WSB,2002,45.1
WSB,2001,23.200000000000003
WSB,2000,35.4
WSB,1999,36.0
WSB,1998,51.2
WSB,1997,53.7
WSB,1996,47.6
WSB,1995,25.6
WSB,1994,29.3
WSB,1993,26.8
WSB,1992,30.5
WSB,1991,36.6
WSB,1990,37.8
WSB,1989,48.8
WSB,1988,46.3
WSB,1987,51.2
WSB,1986,47.6
WSB,1985,48.8
WSB,1984,42.7
WSB,1983,51.2
WSB,1982,52.400000000000006
WSB,1981,47.6
WSB,1980,47.6
WSB,1979,65.9
WSB,1978,53.7
WSB,1977,58.5
WSB,1976,58.5
WSB,1975,73.2
WSB,1974,57.3
WSB,1973,63.4
WSB,1972,46.3
WSB,1971,51.2
WSB,1970,61.0
WSB,1969,69.5
WSB,1968,43.9
WSB,1967,24.7
WSB,1966,47.5
WSB,1965,46.3
WSB,1964,38.8
WSB,1963,31.3
WSB,1962,22.5
CHI,2022,63.3
CHI,2021,43.1
CHI,2020,33.800000000000004
CHI,2019,26.8
CHI,2018,32.9
CHI,2017,50.0
CHI,2016,51.2
CHI,2015,61.0
CHI,2014,58.5
CHI,2013,54.900000000000006
CHI,2012,75.8
CHI,2011,75.6
CHI,2010,50.0
CHI,2009,50.0
CHI,2008,40.2
CHI,2007,59.8
CHI,2006,50.0
CHI,2005,57.3
CHI,2004,28.000000000000004
CHI,2003,36.6
CHI,2002,25.6
CHI,2001,18.3
CHI,2000,20.7
CHI,1999,26.0
CHI,1998,75.6
CHI,1997,84.1
CHI,1996,87.8
CHI,1995,57.3
CHI,1994,67.10000000000001
CHI,1993,69.5
CHI,1992,81.69999999999999
CHI,1991,74.4
CHI,1990,67.10000000000001
CHI,1989,57.3
CHI,1988,61.0
CHI,1987,48.8
CHI,1986,36.6
CHI,1985,46.3
CHI,1984,32.9
CHI,1983,34.1
CHI,1982,41.5
CHI,1981,54.900000000000006
CHI,1980,36.6
CHI,1979,37.8
CHI,1978,48.8
CHI,1977,53.7
CHI,1976,29.3
CHI,1975,57.3
CHI,1974,65.9
CHI,1973,62.2
CHI,1972,69.5
CHI,1971,62.2
CHI,1970,47.6
CHI,1969,40.2
CHI,1968,35.4
CHI,1967,40.7
NOP,2022,36.0
NOP,2021,43.1
NOP,2020,41.7
NOP,2019,40.2
NOP,2018,58.5
NOP,2017,41.5
NOP,2016,36.6
NOP,2015,54.900000000000006
NOP,2014,41.5
NOP,2013,32.9
NOP,2012,31.8
NOP,2011,56.10000000000001
NOP,2010,45.1
NOP,2009,59.8
NOP,2008,68.30000000000001
NOP,2007,47.6
NOP,2006,46.3
NOP,2005,22.0
NOP,2004,50.0
NOP,2003,57.3
MIN,2022,50.0
MIN,2021,31.9
MIN,2020,29.7
MIN,2019,43.9
MIN,2018,57.3
MIN,2017,37.8
MIN,2016,35.4
MIN,2015,19.5
MIN,2014,48.8
MIN,2013,37.8
MIN,2012,39.4
MIN,2011,20.7
MIN,2010,18.3
MIN,2009,29.3
MIN,2008,26.8
MIN,2007,39.0
MIN,2006,40.2
MIN,2005,53.7
MIN,2004,70.7
MIN,2003,62.2
MIN,2002,61.0
MIN,2001,57.3
MIN,2000,61.0
MIN,1999,50.0
MIN,1998,54.900000000000006
MIN,1997,48.8
MIN,1996,31.7
MIN,1995,25.6
MIN,1994,24.4
MIN,1993,23.200000000000003
MIN,1992,18.3
MIN,1991,35.4
MIN,1990,26.8
SAS,2022,37.3
SAS,2021,45.8
SAS,2020,45.1
SAS,2019,58.5
SAS,2018,57.3
SAS,2017,74.4
SAS,2016,81.69999999999999
SAS,2015,67.10000000000001
SAS,2014,75.6
SAS,2013,70.7
SAS,2012,75.8
SAS,2011,74.4
SAS,2010,61.0
SAS,2009,65.9
SAS,2008,68.30000000000001
SAS,2007,70.7
SAS,2006,76.8
SAS,2005,72.0
SAS,2004,69.5
SAS,2003,73.2
SAS,2002,70.7
SAS,2001,70.7
SAS,2000,64.60000000000001
SAS,1999,74.0
SAS,1998,68.30000000000001
SAS,1997,24.4
SAS,1996,72.0
SAS,1995,75.6
SAS,1994,67.10000000000001
SAS,1993,59.8
SAS,1992,57.3
SAS,1991,67.10000000000001
SAS,1990,68.30000000000001
SAS,1989,25.6
SAS,1988,37.8
SAS,1987,34.1
SAS,1986,42.7
SAS,1985,50.0
SAS,1984,45.1
SAS,1983,64.60000000000001
SAS,1982,58.5
SAS,1981,63.4
SAS,1980,50.0
SAS,1979,58.5
SAS,1978,63.4
SAS,1977,53.7
SAS,1976,59.5
SAS,1975,60.7
SAS,1974,53.6
SAS,1973,33.300000000000004
SAS,1972,50.0
SAS,1971,35.7
SAS,1970,53.6
SAS,1969,52.6
SAS,1968,59.0
NOH,2022,36.0
NOH,2021,43.1
NOH,2020,41.7
NOH,2019,40.2
NOH,2018,58.5
NOH,2017,41.5
NOH,2016,36.6
NOH,2015,54.900000000000006
NOH,2014,41.5
NOH,2013,32.9
NOH,2012,31.8
NOH,2011,56.10000000000001
NOH,2010,45.1
NOH,2009,59.8
NOH,2008,68.30000000000001
NOH,2007,47.6
NOH,2006,46.3
NOH,2005,22.0
NOH,2004,50.0
NOH,2003,57.3
KEN,1976,54.8
KEN,1975,69.0
KEN,1974,63.1
KEN,1973,66.7
KEN,1972,81.0
KEN,1971,52.400000000000006
KEN,1970,53.6
KEN,1969,53.8
KEN,1968,46.2
LAC,2022,49.1
LAC,2021,65.3
LAC,2020,68.10000000000001
LAC,2019,58.5
LAC,2018,51.2
LAC,2017,62.2
LAC,2016,64.60000000000001
LAC,2015,68.30000000000001
LAC,2014,69.5
LAC,2013,68.30000000000001
LAC,2012,60.6
LAC,2011,39.0
LAC,2010,35.4
LAC,2009,23.200000000000003
LAC,2008,28.000000000000004
LAC,2007,48.8
LAC,2006,57.3
LAC,2005,45.1
LAC,2004,34.1
LAC,2003,32.9
LAC,2002,47.6
LAC,2001,37.8
LAC,2000,18.3
LAC,1999,18.0
LAC,1998,20.7
LAC,1997,43.9
LAC,1996,35.4
LAC,1995,20.7
LAC,1994,32.9
LAC,1993,50.0
LAC,1992,54.900000000000006
LAC,1991,37.8
LAC,1990,36.6
LAC,1989,25.6
LAC,1988,20.7
LAC,1987,14.6
LAC,1986,39.0
LAC,1985,37.8
LAC,1984,36.6
LAC,1983,30.5
LAC,1982,20.7
LAC,1981,43.9
LAC,1980,42.7
LAC,1979,52.400000000000006
LAC,1978,32.9
LAC,1977,36.6
LAC,1976,56.10000000000001
LAC,1975,59.8
LAC,1974,51.2
LAC,1973,25.6
LAC,1972,26.8
LAC,1971,26.8
PHI,2022,62.0
PHI,2021,68.10000000000001
PHI,2020,58.9
PHI,2019,62.2
PHI,2018,63.4
PHI,2017,34.1
PHI,2016,12.2
PHI,2015,22.0
PHI,2014,23.200000000000003
PHI,2013,41.5
PHI,2012,53.0
PHI,2011,50.0
PHI,2010,32.9
PHI,2009,50.0
PHI,2008,48.8
PHI,2007,42.7
PHI,2006,46.3
PHI,2005,52.400000000000006
PHI,2004,40.2
PHI,2003,58.5
PHI,2002,52.400000000000006
PHI,2001,68.30000000000001
PHI,2000,59.8
PHI,1999,56.00000000000001
PHI,1998,37.8
PHI,1997,26.8
PHI,1996,22.0
PHI,1995,29.3
PHI,1994,30.5
PHI,1993,31.7
PHI,1992,42.7
PHI,1991,53.7
PHI,1990,64.60000000000001
PHI,1989,56.10000000000001
PHI,1988,43.9
PHI,1987,54.900000000000006
PHI,1986,65.9
PHI,1985,70.7
PHI,1984,63.4
PHI,1983,79.3
PHI,1982,70.7
PHI,1981,75.6
PHI,1980,72.0
PHI,1979,57.3
PHI,1978,67.10000000000001
PHI,1977,61.0
PHI,1976,56.10000000000001
PHI,1975,41.5
PHI,1974,30.5
PHI,1973,11.0
PHI,1972,36.6
PHI,1971,57.3
PHI,1970,51.2
PHI,1969,67.10000000000001
PHI,1968,75.6
PHI,1967,84.0
PHI,1966,68.8
PHI,1965,50.0
PHI,1964,42.5
PHI,1963,60.0
PHI,1962,51.3
PHI,1961,48.1
PHI,1960,60.0
PHI,1959,48.6
PHI,1958,56.89999999999999
PHI,1957,52.8
PHI,1956,48.6
PHI,1955,59.7
PHI,1954,58.3
PHI,1953,66.2
PHI,1952,60.6
PHI,1951,48.5
PHI,1950,79.7
UTA,2022,58.8
UTA,2021,72.2
UTA,2020,61.1
UTA,2019,61.0
UTA,2018,58.5
UTA,2017,62.2
UTA,2016,48.8
UTA,2015,46.3
UTA,2014,30.5
UTA,2013,52.400000000000006
UTA,2012,54.50000000000001
UTA,2011,47.6
UTA,2010,64.60000000000001
UTA,2009,58.5
UTA,2008,65.9
UTA,2007,62.2
UTA,2006,50.0
UTA,2005,31.7
UTA,2004,51.2
UTA,2003,57.3
UTA,2002,53.7
UTA,2001,64.60000000000001
UTA,2000,67.10000000000001
UTA,1999,74.0
UTA,1998,75.6
UTA,1997,78.0
UTA,1996,67.10000000000001
UTA,1995,73.2
UTA,1994,64.60000000000001
UTA,1993,57.3
UTA,1992,67.10000000000001
UTA,1991,65.9
UTA,1990,67.10000000000001
UTA,1989,62.2
UTA,1988,57.3
UTA,1987,53.7
UTA,1986,51.2
UTA,1985,50.0
UTA,1984,54.900000000000006
UTA,1983,36.6
UTA,1982,30.5
UTA,1981,34.1
UTA,1980,29.3
UTA,1979,31.7
UTA,1978,47.6
UTA,1977,42.7
UTA,1976,46.3
UTA,1975,28.000000000000004
INA,2022,36.5
INA,2021,47.2
INA,2020,61.6
INA,2019,58.5
INA,2018,58.5
INA,2017,51.2
INA,2016,54.900000000000006
INA,2015,46.3
INA,2014,68.30000000000001
INA,2013,60.5
INA,2012,63.6
INA,2011,45.1
INA,2010,39.0
INA,2009,43.9
INA,2008,43.9
INA,2007,42.7
INA,2006,50.0
INA,2005,53.7
INA,2004,74.4
INA,2003,58.5
INA,2002,51.2
INA,2001,50.0
INA,2000,68.30000000000001
INA,1999,66.0
INA,1998,70.7
INA,1997,47.6
INA,1996,63.4
INA,1995,63.4
INA,1994,57.3
INA,1993,50.0
INA,1992,48.8
INA,1991,50.0
INA,1990,51.2
INA,1989,34.1
INA,1988,46.3
INA,1987,50.0
INA,1986,31.7
INA,1985,26.8
INA,1984,31.7
INA,1983,24.4
INA,1982,42.7
INA,1981,53.7
INA,1980,45.1
INA,1979,46.3
INA,1978,37.8
INA,1977,43.9
INA,1976,46.400000000000006
INA,1975,53.6
INA,1974,54.8
INA,1973,60.7
INA,1972,56.00000000000001
INA,1971,69.0
INA,1970,70.19999999999999
INA,1969,56.39999999999999
INA,1968,48.7
WAS,2022,46.9
WAS,2021,47.2
WAS,2020,34.7
WAS,2019,39.0
WAS,2018,52.400000000000006
WAS,2017,59.8
WAS,2016,50.0
WAS,2015,56.10000000000001
WAS,2014,53.7
WAS,2013,35.4
WAS,2012,30.3
WAS,2011,28.000000000000004
WAS,2010,31.7
WAS,2009,23.200000000000003
WAS,2008,52.400000000000006
WAS,2007,50.0
WAS,2006,51.2
WAS,2005,54.900000000000006
WAS,2004,30.5
WAS,2003,45.1
WAS,2002,45.1
WAS,2001,23.200000000000003
WAS,2000,35.4
WAS,1999,36.0
WAS,1998,51.2
WAS,1997,53.7
WAS,1996,47.6
WAS,1995,25.6
WAS,1994,29.3
WAS,1993,26.8
WAS,1992,30.5
WAS,1991,36.6
WAS,1990,37.8
WAS,1989,48.8
WAS,1988,46.3
WAS,1987,51.2
WAS,1986,47.6
WAS,1985,48.8
WAS,1984,42.7
WAS,1983,51.2
WAS,1982,52.400000000000006
WAS,1981,47.6
WAS,1980,47.6
WAS,1979,65.9
WAS,1978,53.7
WAS,1977,58.5
WAS,1976,58.5
WAS,1975,73.2
WAS,1974,57.3
WAS,1973,63.4
WAS,1972,46.3
WAS,1971,51.2
WAS,1970,61.0
WAS,1969,69.5
WAS,1968,43.9
WAS,1967,24.7
WAS,1966,47.5
WAS,1965,46.3
WAS,1964,38.8
WAS,1963,31.3
WAS,1962,22.5
IND,2022,36.5
IND,2021,47.2
IND,2020,61.6
IND,2019,58.5
IND,2018,58.5
IND,2017,51.2
IND,2016,54.900000000000006
IND,2015,46.3
IND,2014,68.30000000000001
IND,2013,60.5
IND,2012,63.6
IND,2011,45.1
IND,2010,39.0
IND,2009,43.9
IND,2008,43.9
IND,2007,42.7
IND,2006,50.0
IND,2005,53.7
IND,2004,74.4
IND,2003,58.5
IND,2002,51.2
IND,2001,50.0
IND,2000,68.30000000000001
IND,1999,66.0
IND,1998,70.7
IND,1997,47.6
IND,1996,63.4
IND,1995,63.4
IND,1994,57.3
IND,1993,50.0
IND,1992,48.8
IND,1991,50.0
IND,1990,51.2
IND,1989,34.1
IND,1988,46.3
IND,1987,50.0
IND,1986,31.7
IND,1985,26.8
IND,1984,31.7
IND,1983,24.4
IND,1982,42.7
IND,1981,53.7
IND,1980,45.1
IND,1979,46.3
IND,1978,37.8
IND,1977,43.9
IND,1976,46.400000000000006
IND,1975,53.6
IND,1974,54.8
IND,1973,60.7
IND,1972,56.00000000000001
IND,1971,69.0
IND,1970,70.19999999999999
IND,1969,56.39999999999999
IND,1968,48.7
ANA,1976,25.0
ANA,1975,45.2
ANA,1974,60.7
ANA,1973,65.5
ANA,1972,71.39999999999999
ANA,1971,67.9
ANA,1970,51.2
ANA,1969,42.3
ANA,1968,32.1
FLO,1972,42.9
FLO,1971,44.0
FLO,1970,27.4
FLO,1969,55.1
FLO,1968,64.1
SFW,2022,74.5
SFW,2021,54.2
SFW,2020,23.1
SFW,2019,69.5
SFW,2018,70.7
SFW,2017,81.69999999999999
SFW,2016,89.0
SFW,2015,81.69999999999999
SFW,2014,62.2
SFW,2013,57.3
SFW,2012,34.8
SFW,2011,43.9
SFW,2010,31.7
SFW,2009,35.4
SFW,2008,58.5
SFW,2007,51.2
SFW,2006,41.5
SFW,2005,41.5
SFW,2004,45.1
SFW,2003,46.3
SFW,2002,25.6
SFW,2001,20.7
SFW,2000,23.200000000000003
SFW,1999,42.0
SFW,1998,23.200000000000003
SFW,1997,36.6
SFW,1996,43.9
SFW,1995,31.7
SFW,1994,61.0
SFW,1993,41.5
SFW,1992,67.10000000000001
SFW,1991,53.7
SFW,1990,45.1
SFW,1989,52.400000000000006
SFW,1988,24.4
SFW,1987,51.2
SFW,1986,36.6
SFW,1985,26.8
SFW,1984,45.1
SFW,1983,36.6
SFW,1982,54.900000000000006
SFW,1981,47.6
SFW,1980,29.3
SFW,1979,46.3
SFW,1978,52.400000000000006
SFW,1977,56.10000000000001
SFW,1976,72.0
SFW,1975,58.5
SFW,1974,53.7
SFW,1973,57.3
SFW,1972,62.2
SFW,1971,50.0
SFW,1970,36.6
SFW,1969,50.0
SFW,1968,52.400000000000006
SFW,1967,54.3
SFW,1966,43.8
SFW,1965,21.3
SFW,1964,60.0
SFW,1963,38.8
SFW,1962,61.3
SFW,1961,58.2
SFW,1960,65.3
SFW,1959,44.4
SFW,1958,51.4
SFW,1957,51.4
SFW,1956,62.5
SFW,1955,45.8
SFW,1954,40.3
SFW,1953,17.4
SFW,1952,50.0
SFW,1951,60.6
SFW,1950,38.2
SFW,1949,46.7
SFW,1948,56.3
SFW,1947,58.3
KCK,2022,34.599999999999994
KCK,2021,43.1
KCK,2020,43.1
KCK,2019,47.6
KCK,2018,32.9
KCK,2017,39.0
KCK,2016,40.2
KCK,2015,35.4
KCK,2014,34.1
KCK,2013,34.1
KCK,2012,33.300000000000004
KCK,2011,29.3
KCK,2010,30.5
KCK,2009,20.7
KCK,2008,46.3
KCK,2007,40.2
KCK,2006,53.7
KCK,2005,61.0
KCK,2004,67.10000000000001
KCK,2003,72.0
KCK,2002,74.4
KCK,2001,67.10000000000001
KCK,2000,53.7
KCK,1999,54.0
KCK,1998,32.9
KCK,1997,41.5
KCK,1996,47.6
KCK,1995,47.6
KCK,1994,34.1
KCK,1993,30.5
KCK,1992,35.4
KCK,1991,30.5
KCK,1990,28.000000000000004
KCK,1989,32.9
KCK,1988,29.3
KCK,1987,35.4
KCK,1986,45.1
KCK,1985,37.8
KCK,1984,46.3
KCK,1983,54.900000000000006
KCK,1982,36.6
KCK,1981,48.8
KCK,1980,57.3
KCK,1979,58.5
KCK,1978,37.8
KCK,1977,48.8
KCK,1976,37.8
KCK,1975,53.7
KCK,1974,40.2
KCK,1973,43.9
KCK,1972,36.6
KCK,1971,40.2
KCK,1970,43.9
KCK,1969,50.0
KCK,1968,47.6
KCK,1967,48.1
KCK,1966,56.3
KCK,1965,60.0
KCK,1964,68.8
KCK,1963,52.5
KCK,1962,53.8
KCK,1961,41.8
KCK,1960,25.3
KCK,1959,26.4
KCK,1958,45.8
KCK,1957,43.1
KCK,1956,43.1
KCK,1955,40.3
KCK,1954,61.1
KCK,1953,62.9
KCK,1952,62.1
KCK,1951,60.3
KCK,1950,75.0
KCK,1949,75.0
NOK,2022,36.0
NOK,2021,43.1
NOK,2020,41.7
NOK,2019,40.2
NOK,2018,58.5
NOK,2017,41.5
NOK,2016,36.6
NOK,2015,54.900000000000006
NOK,2014,41.5
NOK,2013,32.9
NOK,2012,31.8
NOK,2011,56.10000000000001
NOK,2010,45.1
NOK,2009,59.8
NOK,2008,68.30000000000001
NOK,2007,47.6
NOK,2006,46.3
NOK,2005,22.0
NOK,2004,50.0
NOK,2003,57.3
NJA,2022,59.2
NJA,2021,66.7
NJA,2020,48.6
NJA,2019,51.2
NJA,2018,34.1
NJA,2017,24.4
NJA,2016,25.6
NJA,2015,46.3
NJA,2014,53.7
NJA,2013,59.8
NJA,2012,33.300000000000004
NJA,2011,29.3
NJA,2010,14.6
NJA,2009,41.5
NJA,2008,41.5
NJA,2007,50.0
NJA,2006,59.8
NJA,2005,51.2
NJA,2004,57.3
NJA,2003,59.8
NJA,2002,63.4
NJA,2001,31.7
NJA,2000,37.8
NJA,1999,32.0
NJA,1998,52.400000000000006
NJA,1997,31.7
NJA,1996,36.6
NJA,1995,36.6
NJA,1994,54.900000000000006
NJA,1993,52.400000000000006
NJA,1992,48.8
NJA,1991,31.7
NJA,1990,20.7
NJA,1989,31.7
NJA,1988,23.200000000000003
NJA,1987,29.3
NJA,1986,47.6
NJA,1985,51.2
NJA,1984,54.900000000000006
NJA,1983,59.8
NJA,1982,53.7
NJA,1981,29.3
NJA,1980,41.5
NJA,1979,45.1
NJA,1978,29.3
NJA,1977,26.8
NJA,1976,65.5
NJA,1975,69.0
NJA,1974,65.5
NJA,1973,35.7
NJA,1972,52.400000000000006
NJA,1971,47.6
NJA,1970,46.400000000000006
NJA,1969,21.8
NJA,1968,46.2
OAK,1976,18.1
OAK,1975,17.9
OAK,1974,33.300000000000004
OAK,1973,50.0
OAK,1972,53.6
OAK,1971,65.5
OAK,1970,52.400000000000006
OAK,1969,76.9
OAK,1968,28.2
DNR,2022,57.1
DNR,2021,65.3
DNR,2020,63.0
DNR,2019,65.9
DNR,2018,56.10000000000001
DNR,2017,48.8
DNR,2016,40.2
DNR,2015,36.6
DNR,2014,43.9
DNR,2013,69.5
DNR,2012,57.6
DNR,2011,61.0
DNR,2010,64.60000000000001
DNR,2009,65.9
DNR,2008,61.0
DNR,2007,54.900000000000006
DNR,2006,53.7
DNR,2005,59.8
DNR,2004,52.400000000000006
DNR,2003,20.7
DNR,2002,32.9
DNR,2001,48.8
DNR,2000,42.7
DNR,1999,28.000000000000004
DNR,1998,13.4
DNR,1997,25.6
DNR,1996,42.7
DNR,1995,50.0
DNR,1994,51.2
DNR,1993,43.9
DNR,1992,29.3
DNR,1991,24.4
DNR,1990,52.400000000000006
DNR,1989,53.7
DNR,1988,65.9
DNR,1987,45.1
DNR,1986,57.3
DNR,1985,63.4
DNR,1984,46.3
DNR,1983,54.900000000000006
DNR,1982,56.10000000000001
DNR,1981,45.1
DNR,1980,36.6
DNR,1979,57.3
DNR,1978,58.5
DNR,1977,61.0
DNR,1976,71.39999999999999
DNR,1975,77.4
DNR,1974,44.0
DNR,1973,56.00000000000001
DNR,1972,40.5
DNR,1971,35.7
DNR,1970,60.7
DNR,1969,56.39999999999999
DNR,1968,57.7
CIN,2022,34.599999999999994
CIN,2021,43.1
CIN,2020,43.1
CIN,2019,47.6
CIN,2018,32.9
CIN,2017,39.0
CIN,2016,40.2
CIN,2015,35.4
CIN,2014,34.1
CIN,2013,34.1
CIN,2012,33.300000000000004
CIN,2011,29.3
CIN,2010,30.5
CIN,2009,20.7
CIN,2008,46.3
CIN,2007,40.2
CIN,2006,53.7
CIN,2005,61.0
CIN,2004,67.10000000000001
CIN,2003,72.0
CIN,2002,74.4
CIN,2001,67.10000000000001
CIN,2000,53.7
CIN,1999,54.0
CIN,1998,32.9
CIN,1997,41.5
CIN,1996,47.6
CIN,1995,47.6
CIN,1994,34.1
CIN,1993,30.5
CIN,1992,35.4
CIN,1991,30.5
CIN,1990,28.000000000000004
CIN,1989,32.9
CIN,1988,29.3
CIN,1987,35.4
CIN,1986,45.1
CIN,1985,37.8
CIN,1984,46.3
CIN,1983,54.900000000000006
CIN,1982,36.6
CIN,1981,48.8
CIN,1980,57.3
CIN,1979,58.5
CIN,1978,37.8
CIN,1977,48.8
CIN,1976,37.8
CIN,1975,53.7
CIN,1974,40.2
CIN,1973,43.9
CIN,1972,36.6
CIN,1971,40.2
CIN,1970,43.9
CIN,1969,50.0
CIN,1968,47.6
